gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,1.0436161483629645,1,1,1,0,0,0,0,0,1,0.4998122871310375,0.9913890614171559,1,0,0,0,0,0,0
1,1,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.5142856770703037,-0.9893678291384125,0,1,0,0,0,1,0
0,0,1,1,-0.748079855318371,1,0,0,1,0,1,0,1,1,0.827186296163764,-0.47267645400356817,1,0,0,0,1,0,0
0,0,1,0,1.5729808767233588,1,0,0,0,0,0,0,0,1,-1.4577845790646555,-0.347005499636356,0,1,0,1,0,0,0
1,0,0,0,-0.748079855318371,1,1,0,1,0,0,1,1,1,1.1894580421999785,-0.38126335326673705,1,0,0,0,0,1,0
0,0,0,0,-1.0738427650786138,0,0,1,1,0,1,0,1,0,-0.4590445819648154,-0.8700719679451734,0,0,0,0,1,0,0
1,0,1,1,-0.7073594915983407,1,0,0,1,1,1,0,1,1,0.1574821050968162,-0.5330964547077621,0,0,0,0,0,0,1
1,0,1,1,1.002895784642934,1,0,0,1,1,0,1,1,1,1.0897502221900113,1.463962144690595,1,0,1,0,1,0,0
0,0,0,0,1.369379058123207,1,0,1,1,1,0,0,0,1,-0.12003799393092641,0.7666504826751588,0,0,0,1,0,0,0
1,1,1,0,1.4915401492832983,1,1,0,1,0,0,1,0,1,0.8371570781647607,1.704473012773044,1,0,0,0,0,1,0
0,0,1,0,1.4508197855632678,1,0,1,0,0,1,0,0,0,-0.29452667894836937,0.6922449834508995,0,0,1,0,0,0,0
1,1,0,1,0.9621754209229036,1,0,1,0,0,0,1,1,0,0.9983513871808745,1.3167394047490868,1,0,1,0,1,0,0
1,1,0,0,0.10704778280226633,1,1,0,0,1,0,1,1,1,1.1396041321949948,0.4923891213187349,1,0,0,0,0,1,0
0,0,1,1,0.43281069256250915,1,0,0,0,0,0,1,0,0,-0.28621769394753876,0.09686863478123939,0,0,0,0,0,1,0
1,0,1,0,-0.055833672077855064,1,0,0,0,1,1,0,1,1,0.05445069108651675,-0.11467857469419752,0,0,0,0,1,0,0
0,0,1,1,0.025607055362205634,1,0,1,1,1,0,0,0,1,-0.20977503193989694,-0.14309075465294227,0,0,1,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.15249671409631763,-0.9751837983049707,1,0,0,0,0,1,0
1,0,0,0,0.47353105628253944,1,0,0,0,1,1,1,1,0,1.1745018691984834,0.9258733980029695,1,0,0,1,0,0,0
0,0,1,1,1.002895784642934,1,0,1,1,0,0,0,0,0,-0.37595473195650925,0.3411516168178386,0,0,1,0,0,1,0
1,0,0,1,1.5322605130033284,1,1,1,1,0,1,0,0,0,0.006258578081699082,1.002264220360992,0,0,1,0,0,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4694171580658184,-0.9967135247333362,0,1,0,0,1,0,0
1,0,1,1,0.9214550572028734,1,0,0,0,1,1,0,0,1,-0.3161300399505289,0.37066675407311855,0,0,0,1,1,0,0
1,1,1,0,-0.13727439951791576,1,1,0,0,0,0,1,1,1,0.9867188081797118,0.16496521826931793,1,0,0,0,0,1,0
0,0,0,0,0.025607055362205634,1,1,1,1,0,0,0,0,1,-0.12834697893175703,-0.10847995468767015,0,0,0,0,0,0,1
1,1,1,0,-1.1552834925186746,1,1,0,0,0,0,0,0,0,0.3386179781149237,-0.8695866667346979,1,0,0,0,0,1,0
1,0,0,0,1.5322605130033284,0,0,0,0,0,1,0,1,1,-0.8213163280010305,0.22942204267883054,0,0,0,1,0,0,1
1,0,0,0,0.10704778280226633,1,1,0,0,0,0,0,0,1,-1.3015756610490399,-0.6081637283099428,0,1,0,0,0,1,0
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,1,-0.62854787598176,-0.9591909175052115,0,0,0,0,0,0,1
1,1,1,0,-0.9109613101984924,1,1,0,0,1,0,0,1,1,0.8321716871642622,-0.6024062912220294,1,0,0,0,0,1,0
1,0,1,1,-1.2774445836787656,1,0,0,1,0,0,0,0,0,0.32698539911376057,-0.9728675879822469,1,0,0,0,1,0,0
1,0,0,0,-0.055833672077855064,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.7370553179830374,0,1,0,1,0,0,0
1,1,0,0,-0.0965540357978854,1,1,1,0,0,0,0,1,1,0.8554368451665879,0.13946484557342576,1,0,0,0,1,0,0
1,1,1,1,1.125056875803025,1,1,1,1,0,0,0,1,1,0.9468356801757247,1.5418529889719055,1,0,0,0,0,1,0
0,0,1,1,1.6137012404433893,1,1,1,0,1,1,0,0,0,0.06940686408801149,1.0937214393896846,0,0,0,1,0,0,0
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,1,-1.46443176706532,-0.9688307642769284,0,1,0,0,1,0,0
1,0,1,1,-1.1552834925186746,1,0,0,0,0,0,0,0,1,0.15914390209698223,-0.8800868201977122,1,0,0,0,0,0,1
0,0,0,0,-0.30015585439803716,1,0,0,1,1,0,1,1,1,1.15456030519649,0.03940455963175942,1,0,0,0,0,1,0
1,0,1,0,1.5322605130033284,1,1,1,0,0,1,1,1,1,0.40508985812156867,1.3279895691737449,0,0,0,1,1,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4727407520661506,-0.9967576430251978,0,1,0,0,0,0,1
0,0,0,0,-0.5444780367182193,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.8436230519742611,0,1,0,0,0,0,1
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.997176766797881,0,1,0,0,0,0,1
0,0,1,1,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.477726143066649,-0.9067342684820009,0,1,0,1,0,0,0
1,0,0,0,1.6137012404433893,1,0,0,0,0,0,0,0,0,-1.5109620830699715,-0.38159424045569756,0,1,0,1,0,0,0
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.477726143066649,-0.9876030974639562,0,1,0,0,0,0,1
1,0,1,1,0.06632741908223598,1,0,0,1,1,0,1,0,1,0.8338334841644282,0.358247454914133,1,0,0,0,0,1,0
1,0,0,0,0.18848851024232702,0,0,1,1,0,1,0,0,1,-0.8046983579993692,-0.39216057135650406,0,0,0,1,0,0,1
1,1,1,1,1.0436161483629645,1,1,1,1,0,1,0,0,1,0.8338334841644282,1.2556135113751101,1,0,1,0,0,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-0.6385186579827569,-0.985683951767985,0,0,0,0,0,0,1
0,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.21564500010263052,-0.9743455507596039,1,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-0.4756625519664766,-0.9835221554667763,0,0,0,0,0,1,0
1,0,1,0,1.6137012404433893,1,1,1,1,1,1,0,0,0,0.11261358609233106,1.1157364670285255,0,0,0,1,0,0,1
0,1,1,1,-0.8295205827584317,0,0,0,0,0,1,0,0,1,-1.1786026830367469,-0.8487628329761147,0,0,0,0,0,0,1
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.9918605126285817,0,1,0,0,0,0,1
0,0,1,0,0.5956921474426305,1,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.5992077150620776,0,1,0,1,0,0,0
1,0,1,1,-1.0738427650786138,1,0,0,0,0,0,0,0,1,-0.6700928009859131,-0.8907193285363109,0,0,0,0,0,0,0
0,0,0,0,1.125056875803025,0,0,1,0,1,0,1,1,0,-0.3709693409560109,0.42235133298875455,0,0,0,1,0,1,0
0,1,0,0,-1.2367242199587352,1,0,0,1,0,0,1,0,1,0.6327560471443273,-0.9335581899337352,1,0,0,0,0,0,0
1,0,1,0,0.758573602322752,1,0,1,1,1,1,1,1,1,0.6344178441444933,0.8944391150517185,0,0,0,1,1,0,0
